Product code,Description,Unit of Issue, Price 
A-4954.33,"2.8/3.5 TriLock Dist.Tib.Pl Antlat,15H,L",1, £413.25 
A-4954.34,"2.8/3.5 TriLock Dist.Tib.Pl Antlat,15H,R",1, £413.25 
A-4954.35,"2.8/3.5 TriLock Dist.Tib.Pl Antlat,17H,L",1, £441.75 
A-4954.36,"2.8/3.5 TriLock Dist.Tib.Pl Antlat,17H,R",1, £441.75 
A-4954.51,"2.8/3.5 TriLock Dist.Fib. Pl. Lat.,14H,L",1, £403.75 
A-4954.52,"2.8/3.5 TriLock Dist.Fib. Pl. Lat.,14H,R",1, £403.75 
A-4954.53,"2.8/3.5 TriLock Dist.Fib. Pl. Lat.,16H,L",1, £403.75 
A-4954.54,"2.8/3.5 TriLock Dist.Fib. Pl. Lat.,16H,R",1, £403.75 
A-4960.01,"3.5 TriLock Prox.MedialColumnFusion Pl,L",1, £308.75 
A-4960.02,"3.5 TriLock Prox.MedialColumnFusion Pl,R",1, £308.75 
A-4960.03,"3.5 TriLock Dist.MedialColumnFusion Pl,L",1, £308.75 
A-4960.04,"3.5 TriLock Dist.MedialColumnFusion Pl,R",1, £308.75 
A-4960.05,"3.5 TriLock MedialColumnFusion Pl, Left",1, £334.40 
A-4960.06,"3.5 TriLock MedialColumnFusion Pl, Right",1, £334.40 
A-4960.11,"3.5 TriLock Talonav. Fusion Pl 6H,L,t2.0",1, £278.16 
A-4960.12,"3.5 TriLock Talonav. Fusion Pl 6H,R,t2.0",1, £278.16 
A-4090.01S,"Staple All-in-One, 08mm, 0°",1, £104.50 
A-4090.02S,"Staple All-in-One, 08mm, 26°",1, £104.50 
A-4090.03S,"Staple All-in-One, 10mm, 0°",1, £104.50 
A-4090.04S,"Staple All-in-One, 10mm, 26°",1, £104.50 
A-0450.01,Impl.Cont. Radial Head 2.0 TriLock&Fix.,1," £1,208.11 "
A-0510,Impl.Cont. Foot 2.0/2.3 TriLock & Fix.,1," £1,270.91 "
A-0520,Impl.Cont. Foot 2.8 TriLock & Fix.,1," £1,345.86 "
A-0714,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0715,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0716,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0718,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0720,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0722,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0724,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0726,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,211.06 "
A-0728,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,226.83 "
A-0730,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,187.40 "
A-0732,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,220.37 "
A-0760,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,283.07 "
A-0761,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,266.35 "
A-0762,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,188.54 "
A-0763,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,284.49 "
A-0765,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,284.49 "
A-0768,Impl.Cont. Radius 2.5 TriLock & Fixation,1," £1,044.33 "
A-0769,Impl.Cont. Radius 2.5 TriLock & Fixation,1, £965.77 
A-0810.10,Implant Container Hand 1.2/1.5,1," £1,239.56 "
A-0810.11,Implant Container Hand 1.2/1.5,1," £1,262.45 "
A-0810.11.1,Implant Container Hand 1.2/1.5,1," £1,262.45 "
A-0810.20,Implant Container Hand 2.0/2.3,1," £1,239.56 "
A-0810.21,Implant Container Hand 2.0/2.3,1," £1,315.46 "
A-0810.31,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,466.61 "
A-0810.31.1,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,466.61 "
A-0810.32,Implant Container Hand 1.5/2.0,1," £1,353.37 "
A-0810.40,Implant Container Hand 2.0,1," £1,313.56 "
A-0842.20,Implant Container Hand 2.0/2.3,1," £1,349.95 "
A-0846.10,Implant Container Hand 1.2/1.5,1," £1,267.20 "
A-0846.20,Implant Container Hand 2.0/2.3,1," £1,354.03 "
A-0847.10,Implant Container Hand 1.5-2.3,1," £1,302.35 "
A-0847.20,Implant Container Hand 2.0,1," £1,254.19 "
A-0847.21,Implant Container Hand 2.0,1," £1,367.71 "
A-0848.10,Implant Container Hand 1.2/1.5,1," £1,191.77 "
A-0848.20,Implant Container Hand 2.0/2.3,1," £1,342.54 "
A-0849.10,Implant Container Hand 1.2-2.3,1," £1,303.78 "
A-0849.20,Implant Container Hand 1.2-2.3 Screws,1," £1,370.94 "
A-0850.10,Implant Container Hand 1.2/1.5,1," £1,195.48 "
A-0850.20,Implant Container Hand 2.0/2.3,1," £1,452.36 "
A-0851.10,Implant Container Hand 2.0/2.3,1," £1,423.38 "
A-0851.20,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,433.55 "
A-0851.30,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,475.63 "
A-0852.10,Implant Container Hand 2.0/2.3,1," £1,439.53 "
A-0853.10,Implant Container Hand 1.2-2.0,1," £1,366.76 "
A-0853.20,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,430.79 "
A-0853.20.1,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,430.79 "
A-0853.21,Impl.Cont.Hand TriLock 1.5/2.0&Compr.2.3,1," £1,413.98 "
A-0853.21.1,Impl.Cont.Hand TriLock 1.5/2.0&Compr.2.3,1," £1,413.98 "
A-0853.70,Implant Container Hand 1.2-2.3,1," £1,389.18 "
A-0853.70.1,Implant Container Hand 1.2-2.3,1," £1,389.18 "
A-0853.80,Implant Container Hand 1.2-2.3,1," £1,462.81 "
A-0853.80.1,Implant Container Hand 1.2-2.3,1," £1,462.81 "
A-0854.10,Implant Container Hand 1.2-2.0,1," £1,386.71 "
A-0854.11.1,Implant Container Hand 1.2-2.0,1," £1,439.53 "
A-0854.20,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,480.00 "
A-0854.21.1,Implant Container Hand 2.0/2.3,1," £1,439.53 "
A-0855.10,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,413.98 "
A-0860.1,Impl.Cont. Hand 2.0/2.3 Compr. & TriLock,1," £1,439.53 "
A-0877,Implant Container Hand 1.5,1, £872.10 
A-0880,Implant Container Hand 1.2-2.3,1, £465.88 
A-0880.1,Implant Container Hand 1.2-2.3,1, £653.03 
A-0881,Impl.Cont. Hand 1.5/2.0 TriLock & Fix.,1," £1,413.98 "
A-0881.1,Impl.Cont. Hand 1.5/2.0 TriLock & Fix.,1," £1,413.98 "
A-0890.1,Implant Container Hand,1, £653.03 
A-2000,"K-Wire Guide Ø2.0mm, Proximal Humerus",1, £213.75 
A-2001.01,"Guide for Spiral Cutter, Prox.Hum, 50° L",1, £318.25 
A-2001.02,"Guide for Spiral Cutter, Prox.Hum, 50° R",1, £318.25 
A-2001.03,"Guide for Spiral Cutter, Prox.Hum, 40° L",1, £318.25 
A-2001.04,"Guide for Spiral Cutter, Prox.Hum, 40° R",1, £318.25 
A-2001.05,Screw for Guide Spiral Cutter Prox. Hum.,1, £41.80 
A-2002.01,"Spiral Cutter for Blade, Prox.Humerus, L",1, £296.40 
A-2002.02,"Spiral Cutter for Blade, Prox.Humerus, R",1, £296.40 
A-2003,Handle for Spiral Blade,1, £130.62 
A-2004,"Mallet, Slotted",1, £304.00 
A-2007,"2.2/3.0 K-Wire Guide, Percutaneous",1, £239.49 
A-2013,"2.5/2.8 Screwdriver Blade, HD7, AO",1, £115.14 
A-2020,"2.0/2.3 Drill Guide, Centric/Excentric",1, £265.33 
A-2021,"2.0/2.3, 2.8 Drill Guide",1, £219.07 
A-2022,"2.0/2.3, 2.8 Drill Guide for Lag Screws",1, £265.33 
A-2023,1.5 Drill Guide for Lag Screws,1, £265.33 
A-2024,2.0 Drill Guide for Lag Screws,1, £265.33 
A-2025,"1.2/1.5 Drill Guide, Centric/Excentric",1, £265.33 
A-2026,"2.5/2.8 Drill Guide, TriLock PLUS",1, £318.25 
A-2027,2.2/3.0 Click-On Parallel K-Wire Guide,1, £174.42 
A-2030,1.2-2.3 Depth Gauge,1, £369.07 
A-2030.1,Caliper for Depth Gauge A-2030,1, £213.37 
A-2031,2.0-2.8 Depth Gauge,1, £369.07 
A-2031.1,Caliper for Depth Gauge A-2031,1, £213.37 
A-2032,2.0/2.3 Depth Gauge,1, £369.07 
A-2032.1,Caliper for Depth Gauge A-2032,1, £121.60 
A-2038,"2.2/3.0 Drill Stop for A-3738, A-3838",1, £256.78 
A-2039,2.2/3.0 Protection Sleeve,1, £129.20 
A-2040,1.2-2.3 Plate Bending Pliers w.Vario Pin,1, £172.99 
A-2045,2.0-3.5 Plate Cutting Pliers,1, £527.06 
A-2046,1.2-2.8 Plate Cutting Pliers,1, £527.06 
A-2047,"2.0-2.8 Plate Bending Pliers, with Pins",1, £259.54 
A-2049,Compress. & Distract.Forceps for K-Wires,1, £741.00 
A-2050,2.0-3.5 Plate Holding Forceps,1, £138.41 
A-2060,"Plate & Screw Holding Forceps, Angled",1, £109.63 
A-2065,Bone Holding Clamp for Scarf Osteotomies,1, £266.00 
A-2070,"Handle with Quick Connector, AO",1, £280.25 
A-2071,"Handle with Quick Connector, Dental",1, £290.60 
A-2073,"Cannulated Handle w/ Quick Connector,AO",1, £310.08 
A-2074,"Handle with Quick Connector, AO",1, £310.08 
A-2075,"T-Handle with Quick Connector, AO",1, £310.08 
A-2090,Plate Bending Iron Elbow,1, £243.20 
A-2095.1,"Aiming Device, Frame With Handle",1, £427.50 
A-2095.2,"Aiming Device, Drill Stop",1, £142.50 
A-2095.3,"Aiming Device, Trigger With Target Tip",1, £142.50 
A-2095.4,"Aiming Device, Drill Guide 2.8",1, £114.00 
A-2096,Aiming Device 2.8,1, £760.00 
A-2310,"1.2/1.5 Screwdriver, HD4, Self-Holding",1, £449.73 
A-2311,"1.2/1.5 Screwdriver Blade, HD4, AO",1, £115.14 
A-2350,1.2/1.5 Plate Holding&Positioning Instr.,1, £138.41 
A-2610,"2.0/2.3 Screwdriver, HD6, Self-Holding",1, £449.73 
A-2611,"2.0/2.3 Screwdriver Blade, HD6, AO",1, £115.14 
A-2620,2.0/2.3 Drill Guide,1, £318.25 
A-2650,2.0/2.3 Plate Holding&Positioning Instr.,1, £138.41 
A-2706,2.2 Cleaning Stylus Ø0.8mm,1, £24.22 
A-2710,"2.5 Screwdriver, HD7, Self-Holding",1, £449.73 
A-2716,"2.2 Cannulated Screwdriver Blade, HD7",1, £169.57 
A-2721,2.5 Drill Guide for Lag Screws,1, £265.33 
A-2722,"2.5 Drill Guide, Scaled",1, £239.49 
A-2723.01,"Drill Guide Block, Left",1, £150.57 
A-2723.02,"Drill Guide Block, Right",1, £150.57 
A-2725,2.2 Drill Guide,1, £265.33 
A-2726,"2.5 Drill Sleeve, Self-Holding",1, £265.33 
A-2727.01,"Drill Guide Block Narrow ADAPTIVE II, L",1, £169.57 
A-2727.02,"Drill Guide Block Narrow ADAPTIVE II, R",1, £169.57 
A-2727.03,"Drill Guide Block ADAPTIVE II, Left",1, £169.57 
A-2727.04,"Drill Guide Block ADAPTIVE II, Right",1, £169.57 
A-2727.05,"Drill Guide Block Wide ADAPTIVE II, L",1, £169.57 
A-2727.06,"Drill Guide Block Wide ADAPTIVE II, R",1, £169.57 
A-2727.13,"Drill Guide Block FPL, Left",1, £169.57 
A-2727.14,"Drill Guide Block FPL, Right",1, £169.57 
A-2727.23,"Drill Guide Block for A-4750.145, Left",1, £169.57 
A-2727.24,"Drill Guide Block for A-4750.146, Right",1, £169.57 
A-2730,2.5 Depth Gauge,1, £369.07 
A-2730.1,Caliper for Depth Gauge A-2730,1, £213.37 
A-2750,2.5 Plate Holding & Positioning Instr.,1, £244.15 
A-2791.01,Screw for Saw Guide,1, £55.10 
A-2791.02,Screw for Compression Element,1, £24.70 
A-2791.03,Basic Element,1, £175.75 
A-2791.04,"Compression Spindle w.Quick Connector,AO",1, £109.25 
A-2791.05,Temporary Tension Bolt,1, £33.25 
A-2791.06,2.5 Drill Guide for Ulna Shortening,1, £297.35 
A-2791.10,Saw Guide 45°,1, £199.50 
A-2791.20,Saw Guide 90°,1, £199.50 
A-2791.30,Compression Element,1, £169.10 
A-2794,2.5 Instr. for Restoration of Volar Tilt,1, £263.15 
A-2795,2.0 Guide Wire Restoration Instr.Volar T,1, £5.60 
A-2806,3.0 Cleaning Stylus Ø1.1mm,1, £24.22 
A-2810,"2.8 Screwdriver, HD7, Self-Holding",1, £449.73 
A-2816,"3.0 Cannulated Screwdriver Blade, HD10",1, £169.57 
A-2820,2.8 Drill Guide,1, £318.25 
A-2825,3.0 Drill Guide,1, £265.33 
A-2826,"2.5/2.8 Drill Sleeve, Self-Holding",1, £265.33 
A-2835,2.2/3.0 Depth Gauge,1, £169.57 
A-2836,2.8 Depth Gauge,1, £403.75 
A-2837,2.8 Depth Gauge APTUS Foot,1, £369.07 
A-2837.1,Caliper for Depth Gauge A-2837,1, £213.37 
A-2911,"3.5/4.0 Screwdriver Blade, HD15, AO",1, £161.64 
A-2913.1,"3.5/4.0 Screwdriver Blade, HD15, AO",1, £185.25 
A-2913.2,3.5/4.0 Sleeve for ScrewdriverBlade HD15,1, £115.90 
A-2920,3.5 Drill Guide,1, £265.05 
A-2921,"3.5 Drill Sleeve, Self-Holding",1, £265.33 
A-2923.01,"Drill Guide Block, Proximal Humerus, L",1, £273.60 
A-2923.02,"Drill Guide Block, Proximal Humerus, R",1, £273.60 
A-2923.03,Screw for Drill Guide Block Prox. Hum.,1, £56.05 
A-2924,"Drill Guide, Cortex Opening for Blade",1, £318.25 
A-2930,3.5/4.0 Depth Gauge,1, £403.75 
A-2940,3.5/4.0 Plate Bending Pliers,1, £259.35 
A-3030.01,"Cannulated MTP Reamer, Cup 16mm",1, £247.00 
A-3030.02,"Cannulated MTP Reamer, Cone 16mm",1, £361.00 
A-3030.03,"Cannulated MTP Reamer, Cup 18mm",1, £247.00 
A-3030.04,"Cannulated MTP Reamer, Cone 18mm",1, £361.00 
A-3030.05,"Cannulated MTP Reamer, Cup 20mm",1, £247.00 
A-3030.06,"Cannulated MTP Reamer, Cone 20mm",1, £361.00 
A-3030.07,"Cannulated MTP Reamer, Cup 22mm",1, £247.00 
A-3030.08,"Cannulated MTP Reamer, Cone 22mm",1, £361.00 
A-3030.09,"Cannulated MTP Reamer, Cup 24mm",1, £247.00 
A-3030.10,"Cannulated MTP Reamer, Cone 24mm",1, £361.00 
A-3110,"Twist Drill Ø1.0mm x 20mm, L82mm, Dental",1, £35.62 
A-3110S,"Twist Drill Ø1.0mm x 20mm, L82mm, Dental",1, £40.94 
A-3111,"Twist Drill Ø1.2mm x 10mm, L72mm, Dental",1, £35.62 
A-3111S,"Twist Drill Ø1.2mm x 10mm, L72mm, Dental",1, £40.94 
A-3112,"Twist Drill Ø1.0mm x 20mm, L52mm, Dental",1, £35.62 
A-3112S,"Twist Drill Ø1.0mm x 20mm, L52mm, Dental",1, £40.94 
A-3113,"Twist Drill Ø1.2mm x 10mm, L42mm, Dental",1, £35.62 
A-3113S,"Twist Drill Ø1.2mm x 10mm, L42mm, Dental",1, £40.94 
A-3120,"Twist Drill Ø1.0mm x 20mm, L82mm,Stryker",1, £35.62 
A-3120S,"Twist Drill Ø1.0mm x 20mm, L82mm,Stryker",1, £40.94 
A-3121,"Twist Drill Ø1.2mm x 10mm, L72mm,Stryker",1, £35.62 
A-3121S,"Twist Drill Ø1.2mm x 10mm, L72mm,Stryker",1, £40.94 
A-3130,"Twist Drill Ø1.0mm x 20mm, L76mm, AO",1, £35.62 
A-3130S,"Twist Drill Ø1.0mm x 20mm, L76mm, AO",1, £40.94 
A-3131,"Twist Drill Ø1.2mm x 10mm, L66mm, AO",1, £35.62 
A-3131S,"Twist Drill Ø1.2mm x 10mm, L66mm, AO",1, £40.94 
A-3210,"Twist Drill Ø1.2mm x 25mm, L87mm, Dental",1, £35.62 
A-3210S,"Twist Drill Ø1.2mm x 25mm, L87mm, Dental",1, £40.94 
A-3211,"Twist Drill Ø1.6mm x 10mm, L72mm, Dental",1, £35.62 
A-3211S,"Twist Drill Ø1.6mm x 10mm, L72mm, Dental",1, £40.94 
A-3212,"Twist Drill Ø1.2mm x 25mm, L57mm, Dental",1, £35.62 
A-3212S,"Twist Drill Ø1.2mm x 25mm, L57mm, Dental",1, £40.94 
A-3213,"Twist Drill Ø1.6mm x 10mm, L42mm, Dental",1, £35.62 
A-3213S,"Twist Drill Ø1.6mm x 10mm, L42mm, Dental",1, £40.94 
A-3220,"Twist Drill Ø1.2mm x 25mm, L87mm,Stryker",1, £35.62 
A-3220S,"Twist Drill Ø1.2mm x 25mm, L87mm,Stryker",1, £40.94 
A-3221,"Twist Drill Ø1.6mm x 10mm, L72mm,Stryker",1, £35.62 
A-3221S,"Twist Drill Ø1.6mm x 10mm, L72mm,Stryker",1, £40.94 
A-3230,"Twist Drill Ø1.2mm x 25mm, L81mm, AO",1, £35.62 
A-3230S,"Twist Drill Ø1.2mm x 25mm, L81mm, AO",1, £40.94 
A-3231,"Twist Drill Ø1.6mm x 10mm, L66mm, AO",1, £35.62 
A-3231S,"Twist Drill Ø1.6mm x 10mm, L66mm, AO",1, £40.94 
A-3310,"1.2/1.5 Countersink f Cort.Screws,Dental",1, £137.37 
A-3310S,"1.2/1.5 Countersink f Cort.Screws,Dental",1, £157.98 
A-3410,"Twist Drill Ø1.6mm x 25mm, L87mm, Dental",1, £35.62 
A-3410S,"Twist Drill Ø1.6mm x 25mm, L87mm, Dental",1, £40.94 
A-3411,"Twist Drill Ø2.1mm x 10mm, L72mm, Dental",1, £35.62 
A-3411S,"Twist Drill Ø2.1mm x 10mm, L72mm, Dental",1, £40.94 
A-3412,"Twist Drill Ø1.6mm x 25mm, L57mm, Dental",1, £35.62 
A-3412S,"Twist Drill Ø1.6mm x 25mm, L57mm, Dental",1, £40.94 
A-3413,"Twist Drill Ø2.1mm x 10mm, L42mm, Dental",1, £35.62 
A-3413S,"Twist Drill Ø2.1mm x 10mm, L42mm, Dental",1, £40.94 
A-3414,"Twist Drill Ø1.6mm x 30mm, L92mm, Dental",1, £35.62 
A-3414S,"Twist Drill Ø1.6mm x 30mm, L92mm, Dental",1, £40.94 
A-3420,"Twist Drill Ø1.6mm x 25mm, L87mm,Stryker",1, £35.62 
A-3420S,"Twist Drill Ø1.6mm x 25mm, L87mm,Stryker",1, £40.94 
A-3421,"Twist Drill Ø2.1mm x 10mm, L72mm,Stryker",1, £35.62 
A-3421S,"Twist Drill Ø2.1mm x 10mm, L72mm,Stryker",1, £40.94 
A-3424,"Twist Drill Ø1.6mm x 30mm, L92mm,Stryker",1, £35.62 
A-3424S,"Twist Drill Ø1.6mm x 30mm, L92mm,Stryker",1, £40.94 
A-3430,"Twist Drill Ø1.6mm x 25mm, L81mm, AO",1, £35.62 
A-3430S,"Twist Drill Ø1.6mm x 25mm, L81mm, AO",1, £40.94 
A-3431,"Twist Drill Ø2.1mm x 10mm, L66mm, AO",1, £35.62 
A-3431S,"Twist Drill Ø2.1mm x 10mm, L66mm, AO",1, £40.94 
A-3434,"Twist Drill Ø1.6mm x 30mm, L86mm, AO",1, £35.62 
A-3434S,"Twist Drill Ø1.6mm x 30mm, L86mm, AO",1, £40.94 
A-3510,"Twist Drill Ø1.9mm x 35mm, L97mm, Dental",1, £35.62 
A-3510S,"Twist Drill Ø1.9mm x 35mm, L97mm, Dental",1, £40.94 
A-3511,"Twist Drill Ø2.35mm x 10mm, L72mm,Dental",1, £35.62 
A-3511S,"Twist Drill Ø2.35mm x 10mm, L72mm,Dental",1, £40.94 
A-3512,"Twist Drill Ø1.9mm x 25mm, L57mm, Dental",1, £35.62 
A-3512S,"Twist Drill Ø1.9mm x 25mm, L57mm, Dental",1, £40.94 
A-3513,"Twist Drill Ø2.35mm x 10mm, L42mm,Dental",1, £35.62 
A-3513S,"Twist Drill Ø2.35mm x 10mm, L42mm,Dental",1, £40.94 
A-3520,"Twist Drill Ø1.9mm x 35mm, L97mm,Stryker",1, £35.62 
A-3520S,"Twist Drill Ø1.9mm x 35mm, L97mm,Stryker",1, £40.94 
A-3521,"Twist Drill Ø2.35mm x 10mm,L72mm,Stryker",1, £35.62 
A-3521S,"Twist Drill Ø2.35mm x 10mm,L72mm,Stryker",1, £40.94 
A-3530,"Twist Drill Ø1.9mm x 35mm, L91mm, AO",1, £35.62 
A-3530S,"Twist Drill Ø1.9mm x 35mm, L91mm, AO",1, £40.94 
A-3531,"Twist Drill Ø2.35mm x 10mm, L66mm, AO",1, £35.62 
A-3531S,"Twist Drill Ø2.35mm x 10mm, L66mm, AO",1, £40.94 
A-3610,"2.0/2.3 Countersink f Cort.Screws,Dental",1, £137.37 
A-3610S,"2.0/2.3 Countersink f Cort.Screws,Dental",1, £157.98 
A-3630,2.0/2.3 Reamer for A-4660.10,1, £240.35 
A-3630S,2.0/2.3 Reamer for A-4660.10,1, £257.16 
A-3631,2.0/2.3 Reamer for A-4660.11,1, £240.35 
A-3631S,2.0/2.3 Reamer for A-4660.11,1, £257.16 
A-3635,2.0/2.3 Reamer for A-4660.15,1, £240.35 
A-3635S,2.0/2.3 Reamer for A-4660.15,1, £257.16 
A-3711,"Twist Drill Ø2.6mm x 10mm, L67mm, Dental",1, £35.62 
A-3713,"Twist Drill Ø2.0mm x 40mm, L97mm, Dental",1, £35.62 
A-3713S,"Twist Drill Ø2.0mm x 40mm, L97mm, Dental",1, £40.94 
A-3721,"Twist Drill Ø2.6mm x 10mm, L67mm,Stryker",1, £35.62 
A-3723,"Twist Drill Ø2.0mm x 40mm, L97mm,Stryker",1, £35.62 
A-3723S,"Twist Drill Ø2.0mm x 40mm, L97mm,Stryker",1, £40.94 
A-3731,"Twist Drill Ø2.6mm x 10mm, L61mm, AO",1, £35.62 
A-3731S,"Twist Drill Ø2.6mm x 10mm, L61mm, AO",1, £40.94 
A-3733,"Twist Drill Ø2.0mm x 40mm, L91mm, AO",1, £35.62 
A-3733S,"Twist Drill Ø2.0mm x 40mm, L91mm, AO",1, £40.94 
A-3736,"2.2 Cannulated Twist Drill Ø1.8,L87mm,AO",1, £106.40 
A-3736S,"2.2 Cannulated Twist Drill Ø1.8,L87mm,AO",1, £113.81 
A-3738,"2.2 Cannulated Twist DrillØ1.8,L122mm,AO",1, £106.40 
A-3738S,"2.2 Cannulated Twist DrillØ1.8,L122mm,AO",1, £113.81 
A-3830,"2.5 Countersink for Cortical Screws, AO",1, £137.37 
A-3830S,"2.5 Countersink for Cortical Screws, AO",1, £157.98 
A-3832,"Twist Drill Ø2.35mm x 50mm, L101mm, AO",1, £35.62 
A-3832S,"Twist Drill Ø2.35mm x 50mm, L101mm, AO",1, £40.94 
A-3834,"Twist Drill Ø2.9mm x 10mm, L61mm, AO",1, £35.62 
A-3834S,"Twist Drill Ø2.9mm x 10mm, L61mm, AO",1, £40.94 
A-3835,"2.8 Countersink for Cortical Screws, AO",1, £137.37 
A-3835S,"2.8 Countersink for Cortical Screws, AO",1, £157.98 
A-3836,"3.0 Cannulated Twist Drill Ø2.1,L87mm,AO",1, £106.40 
A-3836S,"3.0 Cannulated Twist Drill Ø2.1,L87mm,AO",1, £113.81 
A-3837,"Twist Drill Ø2.35mm x 38mm, L151mm, AO",1, £35.62 
A-3837S,"Twist Drill Ø2.35mm x 38mm, L151mm, AO",1, £40.94 
A-3838,"3.0 Cannulated Twist DrillØ2.1,L122mm,AO",1, £106.40 
A-3838S,"3.0 Cannulated Twist DrillØ2.1,L122mm,AO",1, £113.81 
A-3839,"2.8 Tap, L75mm, AO",1, £140.60 
A-3930,"3.5 Countersink for Cortical Screws, AO",1, £76.00 
A-3930S,"3.5 Countersink for Cortical Screws, AO",1, £87.40 
A-3931,"Twist Drill Ø3.0mm x 70mm, L150mm, AO",1, £41.13 
A-3931S,"Twist Drill Ø3.0mm x 70mm, L150mm, AO",1, £47.31 
A-3933,"Twist Drill Ø3.6mm x 30mm, L126mm, AO",1, £35.62 
A-3933S,"Twist Drill Ø3.6mm x 30mm, L126mm, AO",1, £40.94 
A-3937,"2.2 CCS Countersink, AO",1, £74.48 
A-3937S,"2.2 CCS Countersink, AO",1, £79.70 
A-3938,"3.0 CCS Countersink, AO",1, £74.48 
A-3938S,"3.0 CCS Countersink, AO",1, £79.70 
A-4300.70,"1.2/1.5 Biconcave Washer, 5/Pkg",5, £49.87 
A-4300.70/1,"1.2/1.5 Biconcave Washer, 1/Pkg",1, £9.97 
A-4300.70/1S,1.2/1.5 Biconcave Washer,1, £29.92 
A-4600.70,"2.0/2.3 Biconcave Washer, 5/Pkg",5, £49.87 
A-4600.70/1,"2.0/2.3 Biconcave Washer, 1/Pkg",1, £9.97 
A-4600.70/1S,2.0/2.3 Biconcave Washer,1, £29.92 
A-4700.70,"2.5/2.8 Concave Washer, 5/Pkg",5, £49.87 
A-4700.70/1,"2.5/2.8 Concave Washer, 1/Pkg",1, £11.21 
A-4700.70/1S,2.5/2.8 Concave Washer,1, £33.63 
A-4750.70,"2.5/2.8 Biconcave Washer, 5/Pkg",5, £49.87 
A-4750.70/1,"2.5/2.8 Biconcave Washer, 1/Pkg",1, £9.97 
A-4750.70/1S,2.5/2.8 Biconcave Washer,1, £29.92 
A-4951.30,Screw for Spiral Blade,1, £38.00 
A-4951.30/2S,Screw for Spiral Blade,2, £91.20 
A-5040.00,"0.8 K-Wire, Trocar, 100mm, 10/Pkg",10, £31.44 
A-5040.00/1,"0.8 K-Wire, Trocar, 100mm, 1/Pkg",1, £3.23 
A-5040.00/1S,"0.8 K-Wire, Trocar, 100mm",1, £19.38 
A-5040.10,"1.1 K-Wire, Trocar, 100mm, 10/Pkg",10, £32.49 
A-5040.10/1,"1.1 K-Wire, Trocar, 100mm, 1/Pkg",1, £3.32 
A-5040.10/1S,"1.1 K-Wire, Trocar, 100mm",1, £19.95 
A-5040.21,"1.2 K-Wire, Trocar, 150mm, 10/Pkg",10, £31.44 
A-5040.21/1,"1.2 K-Wire, Trocar, 150mm, 1/Pkg",1, £3.23 
A-5040.21/2S,"1.2 K-Wire, Trocar, 150mm",2, £22.61 
A-5040.41,"1.6 K-Wire, Trocar, 150mm, 10/Pkg",10, £32.49 
A-5040.41/1,"1.6 K-Wire, Trocar, 150mm, 1/Pkg",1, £3.32 
A-5040.41/2S,"1.6 K-Wire, Trocar, 150mm",2, £23.27 
A-5040.42,"1.6 K-Wire, Trocar, 200mm, 10/Pkg",10, £35.24 
A-5040.42/1,"1.6 K-Wire, Trocar, 200mm, 1/Pkg",1, £4.18 
A-5040.42/1S,"1.6 K-Wire, Trocar, 200mm",1, £14.63 
A-5040.51,"1.8 K-Wire, Trocar, 150mm, 10/Pkg",10, £33.53 
A-5040.51/1,"1.8 K-Wire, Trocar, 150mm, 1/Pkg",1, £3.42 
A-5040.51/2S,"1.8 K-Wire, Trocar, 150mm",2, £23.94 
A-5040.61,"2.0 K-Wire, Trocar, 150mm, 10/Pkg",10, £33.53 
A-5040.61/1,"2.0 K-Wire, Trocar, 150mm, 1/Pkg",1, £3.42 
A-5040.61/2S,"2.0 K-Wire, Trocar, 150mm",2, £23.94 
A-5040.74,"2.2 K-Wire, Trocar, 250mm, 10/Pkg",10, £39.80 
